Time,Temp,Pressure
100000000,256,99291
200000000,255,99297
300000000,255,99297
400000000,255,99300
500000000,255,99299
600000000,255,99305
700000000,255,99298
800000000,255,99308
900000000,255,99294
1000000000,255,99292
1100000000,255,99294
1200000000,255,99289
1300000000,255,99297
1400000000,255,99299
1500000000,255,99296
1600000000,255,99289
1700000000,255,99308
1800000000,255,99292
1900000000,255,99298
2000000000,255,99289
2100000000,255,99289
2200000000,254,99291
2300000000,255,99304
2400000000,255,99297
2500000000,255,99297
2600000000,254,99294
2700000000,255,99300
2800000000,254,99296
2900000000,254,99297
3000000000,254,99297
3100000000,254,99288
3200000000,254,99292
3300000000,254,99295
3400000000,254,99289
3500000000,254,99292
3600000000,254,99295
3700000000,254,99295
3800000000,254,99288
3900000000,254,99293
4000000000,254,99293
4100000000,254,99292
4200000000,254,99289
4300000000,254,99298
4400000000,254,99295
4500000000,254,99298
4600000000,254,99295
4700000000,254,99291
4800000000,254,99298
4900000000,254,99292
5000000000,254,99297
5100000000,254,99294
5200000000,254,99297
5300000000,254,99291
5400000000,253,99297
5500000000,253,99290
5600000000,253,99288
5700000000,253,99290
5800000000,253,99293
5900000000,253,99298
6000000000,253,99298
6100000000,253,99286
6200000000,253,99289
6300000000,253,99294
6400000000,253,99289
6500000000,253,99297
6600000000,253,99288
6700000000,253,99293
6800000000,253,99293
6900000000,253,99295
7000000000,253,99292
7100000000,252,99288
7200000000,253,99291
7300000000,252,99293
7400000000,252,99299
7500000000,252,99296
7600000000,252,99296
7700000000,252,99296
7800000000,252,99294
7900000000,252,99289
8000000000,252,99291
8100000000,252,99294
8200000000,252,99293
8300000000,252,99293
8400000000,252,99287
8500000000,252,99292
8600000000,252,99295
8700000000,252,99287
8800000000,252,99295
8900000000,252,99289
9000000000,252,99289
9100000000,251,99289
9200000000,252,99299
9300000000,252,99299
9400000000,251,99296
9500000000,251,99295
9600000000,251,99299
9700000000,251,99296
9800000000,251,99292
9900000000,251,99298
10000000000,251,99307
10100000000,251,99298
10200000000,251,99294
10300000000,251,99297
10400000000,251,99299
10500000000,251,99299
10600000000,251,99296
10700000000,251,99290
10800000000,251,99292
