101000000,226,98221
200000000,226,98218
300000000,226,98215
400000000,226,98212
500000000,226,98215
600000000,226,98218
700000000,226,98212
800000000,226,98221
900000000,226,98212
1000000000,226,98224
1100000000,226,98215
1200000000,226,98215
1300000000,226,98209
1400000000,226,98215
1500000000,226,98212
1600000000,226,98216
1700000000,226,98214
1800000000,226,98218
1900000000,226,98216
2000000000,226,98209
2100000000,226,98213
2200000000,226,98212
2300000000,226,98206
2400000000,226,98222
2500000000,226,98218
2600000000,226,98219
2700000000,226,98219
2800000000,226,98225
2900000000,226,98216
3000000000,226,98159
3100000000,226,98161
3200000000,226,98172
3300000000,226,98165
3400000000,226,98216
3500000000,226,98204
3600000000,226,98210
3700000000,226,98214
3800000000,226,98214
3900000000,226,98216
4000000000,226,98219
4100000000,226,98222
4200000000,226,98216
4300000000,226,98217
4400000000,226,98216
4500000000,226,98214
4600000000,226,98217
4700000000,226,98219
4800000000,226,98217
4900000000,226,98216
5000000000,226,98219
5100000000,226,98219
5200000000,226,98210
5300000000,226,98222
5400000000,226,98217
5500000000,226,98216
5600000000,226,98219
5700000000,226,98219
5800000000,226,98219
5900000000,226,98210
6000000000,226,98213
6100000000,226,98217
6200000000,226,98222
6300000000,226,98220
6400000000,226,98225
6500000000,226,98217
6600000000,226,98219
6700000000,226,98217
6800000000,226,98217
6900000000,226,98217
7000000000,226,98219
7100000000,227,98224
7200000000,226,98217
7300000000,226,98214
7400000000,226,98219
7500000000,226,98219
7600000000,226,98214
7700000000,226,98214
7800000000,227,98224
7900000000,226,98219
8000000000,226,98160
8100000000,226,98170
8200000000,226,98164
8300000000,226,98166
8400000000,226,98219
8500000000,226,98220
8600000000,227,98224
11600000000,226,98225
11620000000,226,98232
11640000000,227,98230
11660000000,227,98232
11680000000,227,98235
11701000000,227,98221
11721000000,227,98229
11741000000,227,98227
11761000000,227,98227
11782000000,227,98224
11802000000,227,98231
11822000000,227,98221
11842000000,227,98221
11863000000,227,98221
11883000000,227,98228
11903000000,227,98228
11923000000,227,98231
11943000000,227,98228
11964000000,227,98231
11984000000,227,98222
12004000000,227,98225
12024000000,227,98222
12044000000,227,98229
12065000000,227,98219
12085000000,227,98222
12105000000,227,98231
12125000000,227,98229
12145000000,227,98232
12166000000,227,98225
12186000000,227,98225
12206000000,227,98228
12226000000,227,98232
12246000000,227,98225
12267000000,227,98219
12287000000,227,98219
12307000000,227,98224
12327000000,227,98224
12400000000,227,98223
12500000000,227,98212
12600000000,227,98229
12700000000,227,98227
12800000000,227,98221
12900000000,226,98214
13000000000,226,98173
13100000000,226,98167
13200000000,226,98170
13300000000,226,98167
13400000000,227,98227
14600000000,226,98229
14620000000,227,98227
14640000000,226,98235
14660000000,227,98235
14680000000,227,98233
14701000000,227,98228
14721000000,227,98224
14741000000,227,98231
14761000000,227,98231
14782000000,227,98228
14802000000,227,98228
14822000000,227,98222
14842000000,227,98222
14863000000,227,98229
14900000000,227,98228
15000000000,227,98228
15100000000,227,98227
15200000000,227,98224
15300000000,227,98224
15400000000,227,98227
15500000000,227,98218
15600000000,227,98224
15700000000,227,98218
15800000000,227,98212
15900000000,227,98227
16000000000,227,98227
16100000000,227,98218
16200000000,227,98218
16300000000,227,98221
16400000000,227,98224
16500000000,227,98229
16600000000,227,98221
16700000000,227,98221
16800000000,227,98221
16900000000,227,98221
17000000000,227,98218
17100000000,227,98218
17200000000,227,98235
17300000000,227,98232
17400000000,227,98231
17500000000,227,98225
17600000000,227,98227
17700000000,227,98227
17800000000,227,98221
17900000000,227,98228
18000000000,226,98179
18100000000,226,98174
18200000000,226,98160
18300000000,226,98158
18400000000,227,98227
18500000000,227,98221
18600000000,227,98224
18700000000,227,98221
18800000000,226,98217
18900000000,226,98211
19000000000,227,98224
19100000000,227,98224
19200000000,227,98221
19300000000,227,98224
19400000000,227,98230
19500000000,227,98221
19600000000,227,98221
19700000000,227,98228
19800000000,227,98224
19900000000,227,98224
20000000000,227,98222
20100000000,227,98235
20200000000,227,98243
20300000000,227,98219
20400000000,227,98224
20500000000,227,98222
20600000000,227,98221
20700000000,227,98219
20800000000,227,98228
20900000000,227,98221
21000000000,227,98231
21100000000,227,98222
21200000000,227,98228
21300000000,227,98222
21400000000,227,98222
21500000000,227,98228
21600000000,227,98229
21700000000,227,98228
21800000000,227,98222
21900000000,227,98222
22000000000,227,98221
22100000000,227,98225
22200000000,227,98222
22300000000,227,98222
22400000000,227,98219
22500000000,227,98231
22600000000,227,98227
22700000000,227,98225
22800000000,227,98231
22900000000,227,98225
23000000000,226,98166
23100000000,226,98171
23200000000,226,98166
23300000000,226,98171
23400000000,227,98225
23500000000,227,98228
23600000000,227,98222
23700000000,227,98222
23800000000,227,98232
23900000000,227,98224
24000000000,227,98225
24100000000,227,98221
24200000000,227,98222
24300000000,227,98219
24400000000,227,98219
24500000000,227,98222
24600000000,227,98222
24700000000,227,98222
24800000000,227,98219
24900000000,227,98219
25000000000,227,98219
25100000000,227,98222
25200000000,227,98225
25300000000,227,98229
25400000000,227,98222
25500000000,227,98222
25600000000,227,98222
25700000000,227,98225
25800000000,227,98219
25900000000,227,98225
26000000000,227,98222
26100000000,227,98223
26200000000,227,98225
26300000000,227,98224
26400000000,227,98234
26500000000,227,98222
26600000000,227,98225
26700000000,227,98228
26800000000,227,98229
26900000000,227,98243
27000000000,227,98234
27100000000,227,98232
27200000000,227,98225
27300000000,227,98225
27400000000,227,98222
27500000000,227,98229
27600000000,227,98229
27700000000,227,98228
27800000000,227,98232
27900000000,227,98247
28000000000,226,98167
28100000000,226,98170
28200000000,226,98173
28300000000,226,98163
28400000000,227,98226
28500000000,227,98223
28600000000,227,98219
28700000000,227,98222
28800000000,227,98226
28900000000,227,98229
29000000000,227,98229
29100000000,227,98229
29200000000,227,98229
29300000000,227,98222
29400000000,227,98225
29500000000,227,98223
29600000000,227,98223
29700000000,227,98222
29800000000,227,98231
29900000000,227,98223
30000000000,227,98222
30100000000,227,98222
30200000000,227,98232
30300000000,227,98232
30400000000,227,98225
30500000000,227,98215
30600000000,227,98226
30700000000,227,98225
30800000000,227,98219
30900000000,227,98232
31000000000,227,98216
31100000000,227,98222
31200000000,227,98229
31300000000,227,98229
31400000000,227,98226
31500000000,227,98224
31600000000,227,98222
31700000000,227,98216
31800000000,227,98226
31900000000,227,98211
32000000000,227,98216
32100000000,227,98211
32200000000,227,98219
32300000000,227,98220
32400000000,227,98224
32500000000,227,98222
32600000000,227,98229
32700000000,227,98226
37800000000,227,98224
37820000000,227,98216
37840000000,227,98224
37860000000,227,98221
37880000000,227,98215
37900000000,227,98206
37920000000,227,98215
37940000000,227,98215
37960000000,227,98213
37980000000,227,98215
38000000000,227,98160
38020000000,227,98146
38040000000,227,98146
38060000000,227,98143
38080000000,227,98143
38100000000,227,98137
38120000000,227,98140
38140000000,227,98134
38160000000,227,98137
38180000000,227,98137
38200000000,227,98143
38220000000,227,98143
38240000000,227,98135
38260000000,227,98144
38280000000,227,98143
