Telemetry ID:  2, Ref Time:     42000000, Body length: 34, :‚r‚‚ºÂŠŠbj‚‚r‚¢²¢’ŠbZ‚‚rŠ‚‚‚Š‚R²¢
(
Telemetry ID:  2, Ref Time:   1232000000, Body length: 122, :$VNYMR,+108.054,+005.794,-001.683,-00.3574,-00.9128,+01.1927,+01.004,+00.241,-09.750,+00.007503,+00.042936,-00.041812*64

Telemetry ID:  2, Ref Time:   1256000000, Body length: 122, :$VNYMR,+107.987,+005.856,-001.678,-00.3435,-00.9130,+01.1929,+00.975,+00.298,-09.716,+00.006298,+00.045274,-00.048889*67

Telemetry ID:  2, Ref Time:   1282000000, Body length: 122, :$VNYMR,+107.913,+005.914,-001.674,-00.3506,-00.9196,+01.1926,+00.947,+00.300,-09.797,+00.006891,+00.042500,-00.050159*66

Telemetry ID:  2, Ref Time:   1307000000, Body length: 122, :$VNYMR,+107.836,+005.963,-001.673,-00.3509,-00.9196,+01.2250,+00.947,+00.267,-09.855,+00.004844,+00.037168,-00.057268*64

Telemetry ID:  2, Ref Time:   1332000000, Body length: 122, :$VNYMR,+107.749,+006.001,-001.672,-00.3434,-00.9130,+01.1848,+00.922,+00.290,-09.854,+00.005272,+00.026917,-00.060992*61

Telemetry ID:  2, Ref Time:   1356000000, Body length: 122, :$VNYMR,+107.654,+006.022,-001.673,-00.3298,-00.9199,+01.2011,+00.928,+00.283,-09.875,+00.005009,+00.013932,-00.070126*6A

Telemetry ID:  2, Ref Time:   1382000000, Body length: 122, :$VNYMR,+107.552,+006.022,-001.674,-00.3370,-00.9298,+01.2046,+00.897,+00.277,-09.854,+00.004572,-00.001107,-00.073766*60

Telemetry ID:  2, Ref Time:   1407000000, Body length: 122, :$VNYMR,+107.447,+006.003,-001.675,-00.3437,-00.9197,+01.1967,+00.904,+00.275,-09.775,+00.006240,-00.014312,-00.072368*6E

Telemetry ID:  2, Ref Time:   1432000000, Body length: 122, :$VNYMR,+107.345,+005.964,-001.675,-00.3330,-00.9098,+01.1932,+00.929,+00.286,-09.759,+00.005962,-00.027662,-00.072671*64

Telemetry ID:  2, Ref Time:   1457000000, Body length: 122, :$VNYMR,+107.243,+005.909,-001.674,-00.3398,-00.9064,+01.1892,+00.911,+00.280,-09.773,+00.007271,-00.039130,-00.071206*65

Telemetry ID:  2, Ref Time:   1482000000, Body length: 122, :$VNYMR,+107.142,+005.841,-001.670,-00.3230,-00.9233,+01.2213,+00.971,+00.281,-09.827,+00.008330,-00.046073,-00.072991*67

Telemetry ID:  2, Ref Time:   1506000000, Body length: 122, :$VNYMR,+107.039,+005.768,-001.666,-00.3196,-00.9267,+01.2132,+00.979,+00.287,-09.811,+00.009372,-00.048704,-00.073339*6B

Telemetry ID:  2, Ref Time:   1532000000, Body length: 122, :$VNYMR,+106.934,+005.697,-001.662,-00.3021,-00.9202,+01.2259,+01.004,+00.282,-09.825,+00.010230,-00.047286,-00.075301*69

Telemetry ID:  2, Ref Time:   1557000000, Body length: 122, :$VNYMR,+106.831,+005.632,-001.656,-00.3122,-00.9100,+01.2098,+01.022,+00.272,-09.838,+00.011114,-00.041597,-00.073361*6B

Telemetry ID:  2, Ref Time:   1582000000, Body length: 122, :$VNYMR,+106.727,+005.581,-001.652,-00.3158,-00.9200,+01.1972,+01.022,+00.290,-09.804,+00.010521,-00.031773,-00.074599*65

Telemetry ID:  2, Ref Time:   1607000000, Body length: 122, :$VNYMR,+106.624,+005.546,-001.646,-00.3364,-00.9064,+01.1933,+01.039,+00.288,-09.761,+00.012693,-00.019197,-00.072229*6A

Telemetry ID:  2, Ref Time:   1632000000, Body length: 122, :$VNYMR,+106.520,+005.532,-001.643,-00.3022,-00.9336,+01.2092,+01.047,+00.264,-09.777,+00.010202,-00.004662,-00.074341*65

Telemetry ID:  2, Ref Time:   1657000000, Body length: 122, :$VNYMR,+106.416,+005.536,-001.639,-00.3292,-00.8998,+01.1855,+01.037,+00.279,-09.766,+00.009429,+00.007331,-00.072285*6B

Telemetry ID:  2, Ref Time:   1682000000, Body length: 122, :$VNYMR,+106.314,+005.559,-001.637,-00.2812,-00.9271,+01.2098,+01.048,+00.275,-09.779,+00.010155,+00.020197,-00.071993*65

Telemetry ID:  2, Ref Time:   1707000000, Body length: 122, :$VNYMR,+106.209,+005.598,-001.634,-00.3083,-00.9067,+01.1776,+01.042,+00.281,-09.843,+00.008976,+00.031621,-00.072943*65

Telemetry ID:  2, Ref Time:   1732000000, Body length: 122, :$VNYMR,+106.108,+005.648,-001.632,-00.2954,-00.9337,+01.2255,+01.022,+00.290,-09.838,+00.009698,+00.037274,-00.068769*67

Telemetry ID:  2, Ref Time:   1757000000, Body length: 122, :$VNYMR,+106.005,+005.704,-001.631,-00.3085,-00.9067,+01.1938,+00.996,+00.315,-09.826,+00.006682,+00.041375,-00.071788*66

Telemetry ID:  2, Ref Time:   1782000000, Body length: 122, :$VNYMR,+105.903,+005.758,-001.628,-00.2809,-00.9137,+01.2103,+00.970,+00.273,-09.844,+00.009162,+00.038866,-00.071361*6E

Telemetry ID:  2, Ref Time:   1807000000, Body length: 122, :$VNYMR,+105.801,+005.804,-001.625,-00.3156,-00.9133,+01.1934,+00.975,+00.285,-09.736,+00.008896,+00.032236,-00.071134*6D

Telemetry ID:  2, Ref Time:   1832000000, Body length: 122, :$VNYMR,+105.697,+005.837,-001.619,-00.2815,-00.9338,+01.2339,+00.943,+00.279,-09.773,+00.010468,+00.023750,-00.072563*62

Telemetry ID:  2, Ref Time:   1857000000, Body length: 122, :$VNYMR,+105.592,+005.852,-001.612,-00.3223,-00.8999,+01.1938,+00.934,+00.283,-09.771,+00.010451,+00.010662,-00.071333*67

Telemetry ID:  2, Ref Time:   1882000000, Body length: 122, :$VNYMR,+105.486,+005.850,-001.605,-00.2881,-00.9270,+01.2097,+00.926,+00.301,-09.811,+00.011549,-00.002732,-00.076713*6E

Telemetry ID:  2, Ref Time:   1907000000, Body length: 122, :$VNYMR,+105.378,+005.828,-001.599,-00.3156,-00.9066,+01.2099,+00.933,+00.301,-09.850,+00.013192,-00.015506,-00.077089*6F

Telemetry ID:  2, Ref Time:   1932000000, Body length: 122, :$VNYMR,+105.270,+005.788,-001.591,-00.2883,-00.9270,+01.2259,+00.951,+00.280,-09.862,+00.013327,-00.027653,-00.077102*61

Telemetry ID:  2, Ref Time:   1957000000, Body length: 122, :$VNYMR,+105.160,+005.734,-001.585,-00.3088,-00.9201,+01.1933,+00.946,+00.267,-09.826,+00.012082,-00.037727,-00.079696*64

Telemetry ID:  2, Ref Time:   1982000000, Body length: 122, :$VNYMR,+105.050,+005.671,-001.579,-00.2672,-00.9206,+01.2265,+00.971,+00.303,-09.802,+00.012430,-00.042794,-00.077637*68

Telemetry ID:  1, Ref Time:   1103000000, Body length: 39, :$GPGGA,001037.799,,,,,0,0,,,M,,M,,*4A
672,-00.9206,+01.2265,+00.971,+00.303,-09.802,+00.012430,-00.042794,-00.077637*68

Telemetry ID:  1, Ref Time:   1134000000, Body length: 30, :$GPGSA,A,1,,,,,,,,,,,,,,,*1E
,M,,*4A
672,-00.9206,+01.2265,+00.971,+00.303,-09.802,+00.012430,-00.042794,-00.077637*68

Telemetry ID:  1, Ref Time:   1186000000, Body length: 49, :$GPRMC,001037.799,V,,,,,0.00,0.00,060180,,,N*40
06,+01.2265,+00.971,+00.303,-09.802,+00.012430,-00.042794,-00.077637*68

Telemetry ID:  1, Ref Time:   1225000000, Body length: 37, :$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32
180,,,N*40
06,+01.2265,+00.971,+00.303,-09.802,+00.012430,-00.042794,-00.077637*68

Telemetry ID:  2, Ref Time:   2007000000, Body length: 122, :$VNYMR,+104.940,+005.605,-001.576,-00.2739,-00.9205,+01.1939,+00.971,+00.335,-09.772,+00.008768,-00.045686,-00.078432*64

Telemetry ID:  2, Ref Time:   2032000000, Body length: 122, :$VNYMR,+104.831,+005.542,-001.571,-00.2605,-00.9341,+01.2180,+01.006,+00.291,-09.795,+00.009682,-00.043031,-00.077115*6B

Telemetry ID:  2, Ref Time:   2057000000, Body length: 122, :$VNYMR,+104.727,+005.488,-001.570,-00.2881,-00.9203,+01.2180,+01.025,+00.265,-09.801,+00.007626,-00.037256,-00.071870*64

Telemetry ID:  2, Ref Time:   2082000000, Body length: 122, :$VNYMR,+104.622,+005.444,-001.572,-00.2670,-00.9206,+01.2022,+01.020,+00.325,-09.853,+00.005514,-00.025865,-00.072440*6C

Telemetry ID:  2, Ref Time:   2107000000, Body length: 122, :$VNYMR,+104.523,+005.417,-001.576,-00.2668,-00.9139,+01.2024,+01.021,+00.301,-09.828,+00.002777,-00.013987,-00.067058*66

Telemetry ID:  2, Ref Time:   2132000000, Body length: 122, :$VNYMR,+104.426,+005.408,-001.582,-00.2531,-00.9274,+01.1940,+01.067,+00.285,-09.838,+00.002231,+00.000411,-00.067544*6D

Telemetry ID:  2, Ref Time:   2157000000, Body length: 122, :$VNYMR,+104.335,+005.420,-001.589,-00.2601,-00.9207,+01.2104,+01.037,+00.261,-09.824,+00.001656,+00.013645,-00.062223*60

Telemetry ID:  2, Ref Time:   2182000000, Body length: 122, :$VNYMR,+104.248,+005.451,-001.597,-00.2603,-00.9341,+01.2018,+01.032,+00.260,-09.831,-00.000110,+00.025520,-00.057228*65

Telemetry ID:  2, Ref Time:   2207000000, Body length: 122, :$VNYMR,+104.167,+005.498,-001.604,-00.2533,-00.9274,+01.2103,+01.004,+00.286,-09.815,+00.000736,+00.037323,-00.055999*61

Telemetry ID:  2, Ref Time:   2232000000, Body length: 122, :$VNYMR,+104.087,+005.556,-001.610,-00.2325,-00.9277,+01.2350,+00.984,+00.284,-09.792,+00.001942,+00.043007,-00.052007*6F

Telemetry ID:  2, Ref Time:   2257000000, Body length: 122, :$VNYMR,+104.013,+005.619,-001.614,-00.2597,-00.9073,+01.2028,+00.995,+00.287,-09.776,+00.003024,+00.046036,-00.051824*64

Telemetry ID:  2, Ref Time:   2282000000, Body length: 122, :$VNYMR,+103.939,+005.682,-001.615,-00.2598,-00.9140,+01.1944,+00.983,+00.254,-09.827,+00.003825,+00.044286,-00.050350*66

Telemetry ID:  2, Ref Time:   2307000000, Body length: 122, :$VNYMR,+103.869,+005.739,-001.613,-00.2737,-00.9071,+01.2106,+00.970,+00.274,-09.832,+00.005229,+00.038050,-00.046149*69

Telemetry ID:  2, Ref Time:   2332000000, Body length: 122, :$VNYMR,+103.800,+005.784,-001.609,-00.2665,-00.9072,+01.1864,+00.950,+00.275,-09.844,+00.008005,+00.030500,-00.047524*65

Telemetry ID:  2, Ref Time:   2357000000, Body length: 122, :$VNYMR,+103.733,+005.813,-001.604,-00.2809,-00.9137,+01.2184,+00.917,+00.257,-09.841,+00.006943,+00.018085,-00.047144*65

Telemetry ID:  2, Ref Time:   2382000000, Body length: 122, :$VNYMR,+103.668,+005.824,-001.597,-00.2527,-00.9074,+01.2029,+00.938,+00.259,-09.796,+00.009450,+00.005498,-00.045457*61

Telemetry ID:  2, Ref Time:   2407000000, Body length: 122, :$VNYMR,+103.602,+005.816,-001.590,-00.2600,-00.9207,+01.2023,+00.924,+00.290,-09.781,+00.009898,-00.006591,-00.047258*61

Telemetry ID:  2, Ref Time:   2432000000, Body length: 122, :$VNYMR,+103.538,+005.791,-001.583,-00.2394,-00.9343,+01.2022,+00.955,+00.281,-09.778,+00.009935,-00.018372,-00.045789*68

Telemetry ID:  2, Ref Time:   2457000000, Body length: 122, :$VNYMR,+103.475,+005.753,-001.577,-00.2674,-00.9273,+01.2263,+00.959,+00.272,-09.804,+00.007828,-00.027147,-00.045000*62

Telemetry ID:  2, Ref Time:   2482000000, Body length: 122, :$VNYMR,+103.412,+005.705,-001.577,-00.2458,-00.9074,+01.2111,+00.981,+00.311,-09.845,+00.004874,-00.034687,-00.044004*6D

Telemetry ID:  2, Ref Time:   2507000000, Body length: 122, :$VNYMR,+103.353,+005.653,-001.582,-00.2460,-00.9074,+01.2274,+00.987,+00.314,-09.850,+00.002651,-00.036674,-00.041889*62

Telemetry ID:  2, Ref Time:   2532000000, Body length: 122, :$VNYMR,+103.295,+005.603,-001.587,-00.2356,-00.9176,+01.2069,+00.974,+00.288,-09.851,-00.000700,-00.033354,-00.040353*61

Telemetry ID:  2, Ref Time:   2557000000, Body length: 122, :$VNYMR,+103.241,+005.560,-001.598,-00.2461,-00.9141,+01.2231,+01.027,+00.288,-09.825,-00.002150,-00.027591,-00.036282*62

Telemetry ID:  2, Ref Time:   2582000000, Body length: 122, :$VNYMR,+103.193,+005.531,-001.611,-00.2324,-00.9243,+01.2311,+01.031,+00.286,-09.765,-00.005639,-00.018635,-00.032708*63

Telemetry ID:  2, Ref Time:   2607000000, Body length: 122, :$VNYMR,+103.147,+005.519,-001.628,-00.2459,-00.9074,+01.2152,+01.036,+00.286,-09.759,-00.007617,-00.007878,-00.030010*67

Telemetry ID:  2, Ref Time:   2632000000, Body length: 122, :$VNYMR,+103.107,+005.523,-001.647,-00.2358,-00.9243,+01.2107,+01.028,+00.293,-09.815,-00.009191,+00.005852,-00.027053*65

Telemetry ID:  2, Ref Time:   2657000000, Body length: 122, :$VNYMR,+103.071,+005.546,-001.666,-00.2461,-00.9208,+01.2106,+01.050,+00.288,-09.788,-00.009753,+00.018026,-00.024048*6E

Telemetry ID:  2, Ref Time:   2682000000, Body length: 122, :$VNYMR,+103.039,+005.586,-001.684,-00.2321,-00.9143,+01.2152,+01.015,+00.299,-09.822,-00.010852,+00.030125,-00.018409*62

Telemetry ID:  2, Ref Time:   2707000000, Body length: 122, :$VNYMR,+103.012,+005.640,-001.697,-00.2388,-00.9109,+01.1990,+01.020,+00.284,-09.823,-00.008003,+00.039271,-00.016782*63

Telemetry ID:  2, Ref Time:   2732000000, Body length: 122, :$VNYMR,+102.988,+005.703,-001.707,-00.2429,-00.9276,+01.2186,+00.997,+00.287,-09.849,-00.005641,+00.045010,-00.014264*6A

Telemetry ID:  2, Ref Time:   2757000000, Body length: 122, :$VNYMR,+102.970,+005.771,-001.711,-00.2455,-00.9007,+01.1870,+00.999,+00.261,-09.858,-00.003279,+00.048039,-00.010929*6C

