,Time,AccelX,AccelY,AccelZ,AccelX_G,,,,,,,,,,,,,,,,,
64382,13.05,0.127,-0.828,1.696,0.012959184,,,,,,,,,,,,,,,,,
64383,13.075,0.088,-0.854,1.597,0.008979592,,,,,,,,,,,,,,,,,
64384,13.1,0.117,-0.942,1.471,0.011938776,,,,,,,,,,,,,,,,,
64385,13.125,0.114,-0.831,1.609,0.011632653,,,,,,,,,,,,,,,,,
64386,13.15,0.139,-0.666,1.529,0.014183673,,,,,,,,,,,,,,,,,
64387,13.175,0.155,-0.584,1.628,0.015816327,,,,,,,,,,,,,,,,,
64388,13.2,0.151,-0.522,1.624,0.015408163,,,,,,,,,,,,,,,,,
64389,13.225,0.13,-0.453,1.671,0.013265306,,,,,,,,,,,,,,,,,
64390,13.25,0.168,-0.438,1.589,0.017142857,,,,,,,,,,,,,,,,,
64391,13.275,0.165,-0.403,1.59,0.016836735,,,,,,,,,,,,,,,,,
64392,13.3,0.174,-0.366,1.605,0.017755102,,,,,,,,,,,,,,,,,
64393,13.325,0.207,-0.476,1.459,0.021122449,,,,,,,,,,,,,,,,,
64394,13.35,0.219,-0.356,1.427,0.022346939,,,,,,,,,,,,,,,,,
64395,13.375,0.17,-0.343,1.495,0.017346939,,,,,,,,,,,,,,,,,
64396,13.4,0.214,-0.309,1.515,0.021836735,,,,,,,,,,,,,,,,,
64397,13.425,0.195,-0.361,1.358,0.019897959,,,,,,,,,,,,,,,,,
64398,13.45,0.2,-0.364,1.465,0.020408163,,,,,,,,,,,,,,,,,
64399,13.475,0.196,-0.367,1.371,0.02,,,,,,,,,,,,,,,,,
64400,13.5,0.207,-0.307,1.367,0.021122449,,,,,,,,,,,,,,,,,
64401,13.525,0.234,-0.332,1.398,0.023877551,,,,,,,,,,,,,,,,,
64402,13.55,0.215,-0.446,1.392,0.021938776,,,,,,,,,,,,,,,,,
64403,13.575,0.217,-0.364,1.344,0.022142857,,,,,,,,,,,,,,,,,
64404,13.6,0.257,-0.378,1.371,0.02622449,,,,,,,,,,,,,,,,,
64405,13.625,0.224,-0.398,1.446,0.022857143,,,,,,,,,,,,,,,,,
64406,13.65,0.227,-0.351,1.388,0.023163265,,,,,,,,,,,,,,,,,
64407,13.675,0.239,-0.406,1.442,0.024387755,,,,,,,,,,,,,,,,,
64408,13.7,0.204,-0.447,1.409,0.020816327,,,,,,,,,,,,,,,,,
64409,13.725,0.215,-0.253,1.546,0.021938776,,,,,,,,,,,,,,,,,
64410,13.75,0.209,-0.346,1.505,0.021326531,,,,,,,,,,,,,,,,,
64411,13.775,0.22,-0.373,1.532,0.02244898,,,,,,,,,,,,,,,,,
64412,13.8,0.195,-0.366,1.479,0.019897959,,,,,,,,,,,,,,,,,
64413,13.825,0.209,-0.404,1.548,0.021326531,,,,,,,,,,,,,,,,,
64414,13.85,0.162,-0.339,1.488,0.016530612,,,,,,,,,,,,,,,,,
64415,13.875,0.172,-0.325,1.577,0.01755102,,,,,,,,,,,,,,,,,
64416,13.9,0.156,-0.288,1.554,0.015918367,,,,,,,,,,,,,,,,,
64417,13.925,0.173,-0.261,1.652,0.017653061,,,,,,,,,,,,,,,,,
64418,13.95,0.156,-0.183,1.664,0.015918367,,,,,,,,,,,,,,,,,
64419,13.975,0.137,-0.206,1.701,0.013979592,,,,,,,,,,,,,,,,,
64420,14,0.105,-0.126,1.679,0.010714286,,,,,,,,,,,,,,,,,
64421,14.025,0.117,0.029,1.708,0.011938776,,,,,,,,,,,,,,,,,
64422,14.05,0.129,-0.051,1.754,0.013163265,,,,,,,,,,,,,,,,,
64423,14.075,0.128,0.028,1.817,0.013061224,,,,,,,,,,,,,,,,,
64424,14.1,0.104,0.215,1.781,0.010612245,,,,,,,,,,,,,,,,,
64425,14.125,0.126,0.223,1.836,0.012857143,,,,,,,,,,,,,,,,,
64426,14.15,0.145,0.301,1.679,0.014795918,,,,,,,,,,,,,,,,,
64427,14.175,0.103,0.423,1.793,0.010510204,,,,,,,,,,,,,,,,,
64428,14.2,0.053,0.429,1.78,0.005408163,,,,,,,,,,,,,,,,,
64429,14.225,0.087,0.604,1.669,0.008877551,,,,,,,,,,,,,,,,,
64430,14.25,0.083,0.575,1.56,0.008469388,,,,,,,,,,,,,,,,,
64431,14.275,0.084,0.548,1.631,0.008571429,,,,,,,,,,,,,,,,,
64432,14.3,0.048,0.674,1.524,0.004897959,,,,,,,,,,,,,,,,,
64433,14.325,0.048,0.727,1.557,0.004897959,,,,,,,,,,,,,,,,,
64434,14.35,0.091,0.748,1.579,0.009285714,,,,,,,,,,,,,,,,,
64435,14.375,0.057,0.833,1.545,0.005816327,,,,,,,,,,,,,,,,,
64436,14.4,0.054,0.913,1.464,0.005510204,,,,,,,,,,,,,,,,,
64437,14.425,0.052,0.962,1.448,0.005306122,,,,,,,,,,,,,,,,,
64438,14.45,0.079,1.074,1.385,0.008061224,,,,,,,,,,,,,,,,,
64439,14.475,0.087,1.186,1.165,0.008877551,,,,,,,,,,,,,,,,,
64440,14.5,0.106,1.188,1.034,0.010816327,,,,,,,,,,,,,,,,,
64441,14.525,0.074,1.151,0.944,0.00755102,,,,,,,,,,,,,,,,,
64442,14.55,0.117,1.143,1.023,0.011938776,,,,,,,,,,,,,,,,,
64443,14.575,0.14,1.097,1.082,0.014285714,,,,,,,,,,,,,,,,,
64444,14.6,0.082,1.136,0.877,0.008367347,,,,,,,,,,,,,,,,,
64445,14.625,0.142,1.175,0.888,0.014489796,,,,,,,,,,,,,,,,,
64446,14.65,0.175,1.111,0.984,0.017857143,,,,,,,,,,,,,,,,,
64447,14.675,0.137,1.117,0.727,0.013979592,,,,,,,,,,,,,,,,,
64448,14.7,0.192,1.091,0.626,0.019591837,,,,,,,,,,,,,,,,,
64449,14.725,0.162,1.07,0.661,0.016530612,,,,,,,,,,,,,,,,,
64450,14.75,0.226,1.034,0.552,0.023061224,,,,,,,,,,,,,,,,,
64451,14.775,0.258,1.003,0.504,0.026326531,,,,,,,,,,,,,,,,,
64452,14.8,0.249,0.982,0.441,0.025408163,,,,,,,,,,,,,,,,,
64453,14.825,0.267,0.871,0.432,0.027244898,,,,,,,,,,,,,,,,,
64454,14.85,0.289,0.863,0.327,0.029489796,,,,,,,,,,,,,,,,,
64455,14.875,0.315,0.835,0.319,0.032142857,,,,,,,,,,,,,,,,,
64456,14.9,0.315,0.772,0.317,0.032142857,,,,,,,,,,,,,,,,,
64457,14.925,0.358,0.714,0.183,0.036530612,,,,,,,,,,,,,,,,,
64458,14.95,0.345,0.686,0.23,0.035204082,,,,,,,,,,,,,,,,,
64459,14.975,0.38,0.621,0.179,0.03877551,,,,,,,,,,,,,,,,,
64460,15,0.393,0.604,0.179,0.040102041,,,,,,,,,,,,,,,,,
64461,15.025,0.426,0.547,0.111,0.043469388,,,,,,,,,,,,,,,,,
64462,15.05,0.443,0.499,0.142,0.045204082,,,,,,,,,,,,,,,,,
64463,15.075,0.459,0.427,0.138,0.046836735,,,,,,,,,,,,,,,,,
64464,15.1,0.499,0.415,0.064,0.050918367,,,,,,,,,,,,,,,,,
64465,15.125,0.518,0.405,0.094,0.052857143,,,,,,,,,,,,,,,,,
64466,15.15,0.541,0.433,0.098,0.055204082,,,,,,,,,,,,,,,,,
64467,15.175,0.519,0.46,0.124,0.052959184,,,,,,,,,,,,,,,,,
64468,15.2,0.541,0.439,0.13,0.055204082,,,,,,,,,,,,,,,,,
64469,15.225,0.559,0.433,0.139,0.057040816,,,,,,,,,,,,,,,,,
64470,15.25,0.588,0.454,0.078,0.06,,,,,,,,,,,,,,,,,
64471,15.275,0.568,0.509,0.118,0.057959184,,,,,,,,,,,,,,,,,
64472,15.3,0.598,0.46,0.008,0.061020408,,,,,,,,,,,,,,,,,
64473,15.325,0.602,0.51,0.026,0.061428571,,,,,,,,,,,,,,,,,
64474,15.35,0.594,0.521,0.027,0.060612245,,,,,,,,,,,,,,,,,
64475,15.375,0.595,0.505,-0.027,0.060714286,,,,,,,,,,,,,,,,,
64476,15.4,0.572,0.586,-0.054,0.058367347,,,,,,,,,,,,,,,,,
64477,15.425,0.573,0.671,-0.049,0.058469388,,,,,,,,,,,,,,,,,
64478,15.45,0.549,0.656,-0.203,0.056020408,,,,,,,,,,,,,,,,,
64479,15.475,0.576,0.714,-0.263,0.05877551,,,,,,,,,,,,,,,,,
64480,15.5,0.54,0.794,-0.238,0.055102041,,,,,,,,,,,,,,,,,
64481,15.525,0.511,0.794,-0.303,0.052142857,,,,,,,,,,,,,,,,,
64482,15.55,0.55,0.885,-0.548,0.056122449,,,,,,,,,,,,,,,,,
64483,15.575,0.529,0.962,-0.542,0.053979592,,,,,,,,,,,,,,,,,
64484,15.6,0.492,1.057,-0.602,0.050204082,,,,,,,,,,,,,,,,,
64485,15.625,0.496,0.96,-0.726,0.050612245,,,,,,,,,,,,,,,,,
64486,15.65,0.449,1.075,-0.931,0.045816327,,,,,,,,,,,,,,,,,
64487,15.675,0.391,1.122,-1.142,0.039897959,,,,,,,,,,,,,,,,,
64488,15.7,0.447,1.337,-1.003,0.045612245,,,,,,,,,,,,,,,,,
64489,15.725,0.437,1.362,-1.26,0.044591837,,,,,,,,,,,,,,,,,
64490,15.75,0.325,1.335,-1.189,0.033163265,,,,,,,,,,,,,,,,,
64491,15.775,0.337,1.249,-1.691,0.034387755,,,,,,,,,,,,,,,,,
64492,15.8,0.339,1.888,-1.155,0.034591837,,,,,,,,,,,,,,,,,
64493,15.825,0.297,1.503,-1.684,0.030306122,,,,,,,,,,,,,,,,,
64494,15.851,0.205,1.549,-1.571,0.020918367,,,,,,,,,,,,,,,,,
64495,15.875,0.253,1.902,-1.518,0.025816327,,,,,,,,,,,,,,,,,
64496,15.9,0.121,1.508,-1.706,0.012346939,,,,,,,,,,,,,,,,,
64497,15.925,0.278,1.868,-1.962,0.028367347,,,,,,,,,,,,,,,,,
64498,15.95,0.264,1.898,-2,0.026938776,,,,,,,,,,,,,,,,,
64499,15.975,0.113,1.784,-1.874,0.011530612,,,,,,,,,,,,,,,,,
64500,16,0.215,1.951,-2.099,0.021938776,,,,,,,,,,,,,,,,,
64501,16.025,0.209,1.514,-1.941,0.021326531,,,,,,,,,,,,,,,,,
64502,16.05,0.201,2.082,-1.718,0.020510204,,,,,,,,,,,,,,,,,
64503,16.075,0.119,1.69,-2.007,0.012142857,,,,,,,,,,,,,,,,,
64504,16.1,0.21,1.734,-1.852,0.021428571,,,,,,,,,,,,,,,,,
64505,16.125,0.258,2.011,-1.854,0.026326531,,,,,,,,,,,,,,,,,
64506,16.15,0.256,1.926,-1.654,0.026122449,,,,,,,,,,,,,,,,,
64507,16.175,0.215,1.508,-1.807,0.021938776,,,,,,,,,,,,,,,,,
64508,16.2,0.366,1.929,-1.51,0.037346939,,,,,,,,,,,,,,,,,
64509,16.225,0.248,1.468,-1.754,0.025306122,,,,,,,,,,,,,,,,,
64510,16.25,0.353,1.743,-1.264,0.036020408,,,,,,,,,,,,,,,,,
64511,16.275,0.338,1.34,-1.408,0.034489796,,,,,,,,,,,,,,,,,
64512,16.3,0.331,1.407,-0.935,0.03377551,,,,,,,,,,,,,,,,,
64513,16.325,0.34,1.25,-0.897,0.034693878,,,,,,,,,,,,,,,,,
64514,16.35,0.442,1.009,-0.748,0.045102041,,,,,,,,,,,,,,,,,
64515,16.375,0.396,1.102,-0.649,0.040408163,,,,,,,,,,,,,,,,,
64516,16.4,0.406,0.904,-0.672,0.041428571,,,,,,,,,,,,,,,,,
64517,16.425,0.427,0.952,-0.274,0.043571429,,,,,,,,,,,,,,,,,
64518,16.45,0.452,0.973,-0.493,0.046122449,,,,,,,,,,,,,,,,,
64519,16.475,0.498,0.917,-0.196,0.050816327,,,,,,,,,,,,,,,,,
64520,16.5,0.498,0.774,-0.338,0.050816327,,,,,,,,,,,,,,,,,
64521,16.525,0.58,0.978,-0.039,0.059183673,,,,,,,,,,,,,,,,,
64522,16.55,0.457,0.798,-0.068,0.046632653,,,,,,,,,,,,,,,,,
64523,16.575,0.462,0.886,0.201,0.047142857,,,,,,,,,,,,,,,,,
64524,16.6,0.526,0.816,0.102,0.053673469,,,,,,,,,,,,,,,,,
64525,16.625,0.533,0.77,0.306,0.054387755,,,,,,,,,,,,,,,,,
64526,16.65,0.503,0.712,0.345,0.051326531,,,,,,,,,,,,,,,,,
64527,16.675,0.517,0.697,0.417,0.052755102,,,,,,,,,,,,,,,,,
64528,16.7,0.465,0.596,0.426,0.04744898,,,,,,,,,,,,,,,,,
64529,16.725,0.469,0.496,0.513,0.047857143,,,,,,,,,,,,,,,,,
64530,16.75,0.459,0.466,0.499,0.046836735,,,,,,,,,,,,,,,,,
64531,16.775,0.5,0.399,0.573,0.051020408,,,,,,,,,,,,,,,,,
64532,16.8,0.479,0.319,0.581,0.048877551,,,,,,,,,,,,,,,,,
64533,16.825,0.463,0.278,0.621,0.047244898,,,,,,,,,,,,,,,,,
64534,16.85,0.469,0.225,0.614,0.047857143,,,,,,,,,,,,,,,,,
64535,16.875,0.434,0.125,0.649,0.044285714,,,,,,,,,,,,,,,,,
64536,16.9,0.482,0.092,0.699,0.049183673,,,,,,,,,,,,,,,,,
64537,16.925,0.499,-0.032,0.667,0.050918367,,,,,,,,,,,,,,,,,
64538,16.95,0.457,-0.089,0.729,0.046632653,,,,,,,,,,,,,,,,,
64539,16.975,0.469,-0.16,0.737,0.047857143,,,,,,,,,,,,,,,,,
64540,17,0.504,-0.225,0.731,0.051428571,,,,,,,,,,,,,,,,,
64541,17.025,0.454,-0.293,0.738,0.046326531,,,,,,,,,,,,,,,,,
64542,17.05,0.493,-0.339,0.711,0.050306122,,,,,,,,,,,,,,,,,
64543,17.075,0.501,-0.459,0.722,0.051122449,,,,,,,,,,,,,,,,,
64544,17.1,0.498,-0.55,0.714,0.050816327,,,,,,,,,,,,,,,,,
64545,17.125,0.489,-0.593,0.708,0.049897959,,,,,,,,,,,,,,,,,
64546,17.15,0.522,-0.656,0.707,0.053265306,,,,,,,,,,,,,,,,,
64547,17.175,0.563,-0.766,0.662,0.05744898,,,,,,,,,,,,,,,,,
64548,17.2,0.574,-0.805,0.612,0.058571429,,,,,,,,,,,,,,,,,
64549,17.225,0.561,-0.901,0.596,0.057244898,,,,,,,,,,,,,,,,,
64550,17.25,0.551,-1.024,0.545,0.05622449,,,,,,,,,,,,,,,,,
64551,17.275,0.567,-1.023,0.522,0.057857143,,,,,,,,,,,,,,,,,
64552,17.3,0.569,-1.192,0.463,0.058061224,,,,,,,,,,,,,,,,,
64553,17.325,0.6,-1.263,0.405,0.06122449,,,,,,,,,,,,,,,,,
64554,17.35,0.574,-1.34,0.336,0.058571429,,,,,,,,,,,,,,,,,
64555,17.375,0.593,-1.435,0.271,0.060510204,,,,,,,,,,,,,,,,,
64556,17.4,0.56,-1.577,0.168,0.057142857,,,,,,,,,,,,,,,,,
64557,17.425,0.542,-1.684,0.084,0.055306122,,,,,,,,,,,,,,,,,
64558,17.45,0.636,-1.708,0.167,0.064897959,,,,,,,,,,,,,,,,,
64559,17.475,0.573,-1.899,0.011,0.058469388,,,,,,,,,,,,,,,,,
64560,17.5,0.684,-1.953,0.074,0.069795918,,,,,,,,,,,,,,,,,
64561,17.525,0.564,-2.088,0.036,0.05755102,,,,,,,,,,,,,,,,,
64562,17.55,0.563,-2.155,0.205,0.05744898,,,,,,,,,,,,,,,,,
64563,17.575,0.551,-2.293,0.173,0.05622449,,,,,,,,,,,,,,,,,
64564,17.6,0.563,-2.366,0.096,0.05744898,,,,,,,,,,,,,,,,,
64565,17.625,0.56,-2.51,0.284,0.057142857,,,,,,,,,,,,,,,,,
64566,17.65,0.563,-2.583,0.359,0.05744898,,,,,,,,,,,,,,,,,
64567,17.675,0.462,-2.702,0.5,0.047142857,,,,,,,,,,,,,,,,,
64568,17.7,0.621,-2.783,0.787,0.063367347,,,,,,,,,,,,,,,,,
64569,17.725,0.552,-2.863,1.1,0.056326531,,,,,,,,,,,,,,,,,
64570,17.75,0.649,-2.936,1.164,0.06622449,,,,,,,,,,,,,,,,,
64571,17.775,0.527,-3.07,1.835,0.05377551,,,,,,,,,,,,,,,,,
64572,17.8,0.606,-2.898,1.907,0.061836735,,,,,,,,,,,,,,,,,
64573,17.825,0.505,-3.336,2.508,0.051530612,,,,,,,,,,,,,,,,,
64574,17.85,0.652,-2.881,2.349,0.066530612,,,,,,,,,,,,,,,,,
64575,17.875,0.519,-3.093,2.647,0.052959184,,,,,,,,,,,,,,,,,
64576,17.9,0.589,-3.055,3.078,0.060102041,,,,,,,,,,,,,,,,,
64577,17.925,0.803,-2.808,2.71,0.081938776,,,,,,,,,,,,,,,,,
64578,17.95,0.634,-3.032,3.419,0.064693878,,,,,,,,,,,,,,,,,
64579,17.975,0.744,-2.634,3.017,0.075918367,,,,,,,,,,,,,,,,,
64580,18,0.664,-2.409,3.735,0.067755102,,,,,,,,,,,,,,,,,
64581,18.025,0.614,-2.49,3.49,0.062653061,,,,,,,,,,,,,,,,,
64582,18.05,0.723,-2.501,3.869,0.07377551,,,,,,,,,,,,,,,,,
64583,18.075,0.808,-2.284,3.611,0.08244898,,,,,,,,,,,,,,,,,
64584,18.1,0.79,-2.356,4.076,0.080612245,,,,,,,,,,,,,,,,,
64585,18.125,0.936,-2.191,3.53,0.095510204,,,,,,,,,,,,,,,,,
64586,18.15,1.005,-2.185,4.186,0.10255102,,,,,,,,,,,,,,,,,
64587,18.175,0.766,-2.82,3.467,0.078163265,,,,,,,,,,,,,,,,,
64588,18.2,0.832,-2.394,3.655,0.084897959,,,,,,,,,,,,,,,,,
64589,18.225,0.825,-2.921,3.224,0.084183673,,,,,,,,,,,,,,,,,
64590,18.25,0.852,-3.079,2.792,0.086938776,,,,,,,,,,,,,,,,,
64591,18.275,0.893,-2.555,2.923,0.091122449,,,,,,,,,,,,,,,,,
64592,18.3,0.926,-3.172,2.365,0.094489796,,,,,,,,,,,,,,,,,
64593,18.325,0.911,-2.926,2.748,0.092959184,,,,,,,,,,,,,,,,,
64594,18.35,0.907,-3.189,2.389,0.09255102,,,,,,,,,,,,,,,,,
64595,18.375,0.954,-3.394,2.217,0.097346939,,,,,,,,,,,,,,,,,
64596,18.4,0.999,-3.117,1.735,0.101938776,,,,,,,,,,,,,,,,,
64597,18.425,1.087,-3.615,1.501,0.110918367,,,,,,,,,,,,,,,,,
64598,18.45,0.97,-3.541,1.036,0.098979592,,,,,,,,,,,,,,,,,
64599,18.475,0.988,-3.764,0.994,0.100816327,,,,,,,,,,,,,,,,,
64600,18.5,0.985,-3.667,1.23,0.100510204,,,,,,,,,,,,,,,,,
64601,18.525,0.81,-3.997,0.498,0.082653061,,,,,,,,,,,,,,,,,
64602,18.55,0.859,-3.858,1.073,0.087653061,,,,,,,,,,,,,,,,,
64603,18.575,0.894,-4.342,0.801,0.09122449,,,,,,,,,,,,,,,,,
64604,18.6,0.867,-4.304,0.978,0.088469388,,,,,,,,,,,,,,,,,
64605,18.625,0.876,-4.621,0.811,0.089387755,,,,,,,,,,,,,,,,,
64606,18.65,1.093,-4.737,0.987,0.111530612,,,,,,,,,,,,,,,,,
64607,18.675,0.861,-4.907,1.49,0.087857143,,,,,,,,,,,,,,,,,
64608,18.7,0.883,-4.996,1.736,0.090102041,,,,,,,,,,,,,,,,,
64609,18.725,0.752,-4.818,2.083,0.076734694,,,,,,,,,,,,,,,,,
64610,18.75,0.619,-5.111,2.007,0.063163265,,,,,,,,,,,,,,,,,
64611,18.775,0.776,-5.141,3.133,0.079183673,,,,,,,,,,,,,,,,,
64612,18.8,0.127,-5.209,4.12,0.012959184,,,,,,,,,,,,,,,,,
64613,18.825,0.59,-4.912,3.469,0.060204082,,,,,,,,,,,,,,,,,
64614,18.85,0.6,-4.387,5.065,0.06122449,,,,,,,,,,,,,,,,,
64615,18.875,0.498,-4.676,5.597,0.050816327,,,,,,,,,,,,,,,,,
64616,18.9,0.677,-3.529,6.267,0.069081633,,,,,,,,,,,,,,,,,
64617,18.925,0.701,-3.589,7.114,0.071530612,,,,,,,,,,,,,,,,,
64618,18.95,0.939,-2.216,7.119,0.095816327,,,,,,,,,,,,,,,,,
64619,18.975,0.741,-3.658,7.555,0.075612245,,,,,,,,,,,,,,,,,
64620,19,0.901,-1.959,7.279,0.091938776,,,,,,,,,,,,,,,,,
64621,19.025,0.93,-1.753,7.389,0.094897959,,,,,,,,,,,,,,,,,
64622,19.05,1.167,-1.317,6.473,0.119081633,,,,,,,,,,,,,,,,,
64623,19.075,0.997,-1.25,6.822,0.101734694,,,,,,,,,,,,,,,,,
64624,19.1,0.993,-1.6,6.464,0.101326531,,,,,,,,,,,,,,,,,
64625,19.125,0.916,-0.799,6.464,0.093469388,,,,,,,,,,,,,,,,,
64626,19.15,0.965,-1.158,6.09,0.098469388,,,,,,,,,,,,,,,,,
64627,19.175,1.135,-0.566,6.042,0.115816327,,,,,,,,,,,,,,,,,
64628,19.2,0.999,-0.234,5.504,0.101938776,,,,,,,,,,,,,,,,,
64629,19.225,0.971,-0.52,5.682,0.099081633,,,,,,,,,,,,,,,,,
64630,19.25,1.012,0.024,5.131,0.103265306,,,,,,,,,,,,,,,,,
64631,19.275,0.952,0.102,5.164,0.097142857,,,,,,,,,,,,,,,,,
64632,19.3,0.882,0.159,4.868,0.09,,,,,,,,,,,,,,,,,
64633,19.325,0.996,0.407,5.035,0.101632653,,,,,,,,,,,,,,,,,
64634,19.35,0.942,0.541,4.753,0.096122449,,,,,,,,,,,,,,,,,
64635,19.375,0.937,0.649,4.992,0.095612245,,,,,,,,,,,,,,,,,
64636,19.4,0.869,0.631,4.88,0.088673469,,,,,,,,,,,,,,,,,
64637,19.425,0.978,0.917,5.003,0.099795918,,,,,,,,,,,,,,,,,
64638,19.45,0.952,1.151,5.152,0.097142857,,,,,,,,,,,,,,,,,
64639,19.475,0.965,1.353,5.467,0.098469388,,,,,,,,,,,,,,,,,
64640,19.5,1.026,1.699,5.51,0.104693878,,,,,,,,,,,,,,,,,
64641,19.525,1.122,2.172,5.862,0.114489796,,,,,,,,,,,,,,,,,
64642,19.55,1.178,2.268,6.313,0.120204082,,,,,,,,,,,,,,,,,
64643,19.575,1.319,3.248,6.361,0.134591837,,,,,,,,,,,,,,,,,
64644,19.6,1.543,3.382,6.819,0.15744898,,,,,,,,,,,,,,,,,
64645,19.625,1.673,4.246,6.741,0.170714286,,,,,,,,,,,,,,,,,
64646,19.65,2.313,5.019,6.775,0.236020408,,,,,,,,,,,,,,,,,
64647,19.675,1.723,6.678,5.865,0.175816327,,,,,,,,,,,,,,,,,
64648,19.7,1.891,8.329,4.766,0.192959184,,,,,,,,,,,,,,,,,
64649,19.725,1.883,9.104,3.737,0.192142857,,,,,,,,,,,,,,,,,
64650,19.75,1.877,9.633,2.877,0.191530612,,,,,,,,,,,,,,,,,
64651,19.775,1.38,11.327,1.44,0.140816327,,,,,,,,,,,,,,,,,
64652,19.8,1.453,9.986,-0.182,0.148265306,,,,,,,,,,,,,,,,,
64653,19.825,2.106,9.509,-1.277,0.214897959,,,,,,,,,,,,,,,,,
64654,19.85,1.475,9.727,-3.148,0.150510204,,,,,,,,,,,,,,,,,
64655,19.875,1.411,9.938,-0.857,0.143979592,,,,,,,,,,,,,,,,,
64656,19.9,0.958,8.823,-3.985,0.097755102,,,,,,,,,,,,,,,,,
64657,19.925,1.744,6.13,-8.766,0.177959184,,,,,,,,,,,,,,,,,
64658,19.95,0.189,6.862,-7.708,0.019285714,,,,,,,,,,,,,,,,,
64659,19.975,0.93,8.534,-9.794,0.094897959,,,,,,,,,,,,,,,,,
64660,20,1.601,4.358,-12.789,0.163367347,,,,,,,,,,,,,,,,,
64661,20.025,1.038,3.584,-10.095,0.105918367,,,,,,,,,,,,,,,,,
64662,20.05,1.128,2.846,-11.198,0.115102041,,,,,,,,,,,,,,,,,
64663,20.075,0.823,2.777,-8.158,0.083979592,,,,,,,,,,,,,,,,,
64664,20.1,1.786,4.246,-10.033,0.182244898,,,,,,,,,,,,,,,,,
64665,20.125,1.249,-1.301,-7.834,0.12744898,,,,,,,,,,,,,,,,,
64666,20.15,1.565,-3.699,-5.863,0.159693878,,,,,,,,,,,,,,,,,
64667,20.175,1.607,-3.49,-6.688,0.163979592,,,,,,,,,,,,,,,,,
64668,20.2,1.669,-5.086,-4.605,0.170306122,,,,,,,,,,,,,,,,,
64669,20.225,1.769,-4.706,-4.066,0.180510204,,,,,,,,,,,,,,,,,
64670,20.25,1.711,-5.508,-3.105,0.174591837,,,,,,,,,,,,,,,,,
64671,20.275,2.009,-4.979,-2.974,0.205,,,,,,,,,,,,,,,,,
64672,20.3,2.035,-4.987,-2.349,0.207653061,,,,,,,,,,,,,,,,,
64673,20.325,2.049,-4.88,-2.435,0.209081633,,,,,,,,,,,,,,,,,
64674,20.35,2.202,-4.322,-2.638,0.224693878,,,,,,,,,,,,,,,,,
64675,20.375,2.352,-4.006,-2.97,0.24,,,,,,,,,,,,,,,,,
64676,20.4,2.32,-3.373,-3.645,0.236734694,,,,,,,,,,,,,,,,,
64677,20.425,2.438,-2.589,-4.136,0.24877551,,,,,,,,,,,,,,,,,
64678,20.45,2.312,-2.14,-4.709,0.235918367,,,,,,,,,,,,,,,,,
64679,20.475,2.466,-1.759,-5.481,0.251632653,,,,,,,,,,,,,,,,,
64680,20.5,2.485,-1.3,-6.576,0.253571429,,,,,,,,,,,,,,,,,
64681,20.525,2.227,-0.63,-7.046,0.227244898,,,,,,,,,,,,,,,,,
64682,20.551,2.006,-0.791,-8.278,0.204693878,,,,,,,,,,,,,,,,,
64683,20.575,1.919,0.306,-9.329,0.195816327,,,,,,,,,,,,,,,,,
64684,20.6,1.333,-0.513,-10.512,0.136020408,,,,,,,,,,,,,,,,,
64685,20.625,0.962,-5.848,-11.529,0.098163265,,,,,,,,,,,,,,,,,
64686,20.65,1.446,-3.896,-13.615,0.14755102,,,,,,,,,,,,,,,,,
64687,20.675,1.978,-2.281,-15.688,0.201836735,,,,,,,,,,,,,,,,,
64688,20.7,1.579,-4.174,-14.303,0.161122449,,,,,,,,,,,,,,,,,
64689,20.725,1.984,-7.419,-15.618,0.20244898,,,,,,,,,,,,,,,,,
64690,20.75,1.028,-3.238,-16.972,0.104897959,,,,,,,,,,,,,,,,,
64691,20.775,0.424,-10.528,-13.826,0.043265306,,,,,,,,,,,,,,,,,
64692,20.8,1.664,-5.962,-18.374,0.169795918,,,,,,,,,,,,,,,,,
64693,20.825,1.727,-7.276,-16.981,0.17622449,,,,,,,,,,,,,,,,,
64694,20.85,2.248,-6.593,-15.226,0.229387755,,,,,,,,,,,,,,,,,
64695,20.875,2.315,-3.749,-14.519,0.23622449,,,,,,,,,,,,,,,,,
64696,20.9,2.575,-3.755,-13.199,0.262755102,,,,,,,,,,,,,,,,,
64697,20.925,3.992,-1.803,-15.633,0.407346939,,,,,,,,,,,,,,,,,
64698,20.95,2.613,-4.56,-14.493,0.266632653,,,,,,,,,,,,,,,,,
64699,20.975,2.882,-4.321,-12.828,0.294081633,,,,,,,,,,,,,,,,,
64700,21,2.5,-7.364,-11.951,0.255102041,,,,,,,,,,,,,,,,,
64701,21.025,3.064,-2.448,-14.801,0.312653061,,,,,,,,,,,,,,,,,
64702,21.05,3.336,-6.451,-12.614,0.340408163,,,,,,,,,,,,,,,,,
64703,21.075,2.142,-5.507,-10.73,0.218571429,,,,,,,,,,,,,,,,,
64704,21.1,3.731,-1.252,-16.795,0.380714286,,,,,,,,,,,,,,,,,
64705,21.125,2.522,-6.176,-15.803,0.257346939,,,,,,,,,,,,,,,,,
64706,21.15,3.908,-4.04,-16.471,0.39877551,,,,,,,,,,,,,,,,,
64707,21.175,2.723,1.664,-18.67,0.277857143,,,,,,,,,,,,,,,,,
